Date,Open,High,Low,Close,Volume,Market
"Jan 27, 2018",11174.9,11174.9,10989.2,11440.7,7583270000,188054000000
"Jan 26, 2018",11256.0,11256.0,10470.3,11171.4,9746200000,189398000000
"Jan 25, 2018",11421.7,11421.7,11057.4,11259.4,8873170000,192163000000
"Jan 24, 2018",10903.4,10903.4,10639.8,11359.4,9940990000,183419000000
"Jan 23, 2018",10944.5,10944.5,10129.7,10868.4,9660610000,184087000000
"Jan 22, 2018",11633.1,11633.1,10240.2,10931.4,10537400000,195645000000
"Jan 21, 2018",12889.2,12889.2,11288.2,11600.1,9935180000,216740000000
"Jan 20, 2018",11656.2,11656.2,11656.2,12899.2,11801700000,195979000000
"Jan 19, 2018",11429.8,11429.8,11172.1,11607.4,10740400000,192150000000
"Jan 18, 2018",11198.8,11198.8,10942.5,11474.9,15020400000,188242000000
"Jan 17, 2018",11431.1,11431.1,9402.29,11188.6,18830600000,192123000000
"Jan 16, 2018",13836.1,13836.1,10194.9,11490.5,18853800000,232517000000
"Jan 15, 2018",13767.3,13767.3,13641.7,13819.8,12750800000,231334000000
"Jan 14, 2018",14370.8,14370.8,13268.0,13772.0,11084100000,241447000000
"Jan 13, 2018",13952.4,13952.4,13952.4,14360.2,12763600000,234391000000
"Jan 12, 2018",13453.9,13453.9,13158.1,13980.6,12065700000,225986000000
"Jan 11, 2018",14968.2,14968.2,13105.9,13405.8,16534100000,251387000000
"Jan 10, 2018",14588.5,14588.5,13691.2,14973.3,18500800000,244981000000
"Jan 09, 2018",15123.7,15123.7,14424.0,14595.4,16660000000,253935000000
"Jan 08, 2018",16476.2,16476.2,14208.2,15170.1,18413900000,276612000000
"Jan 07, 2018",17527.3,17527.3,16087.7,16477.6,15866000000,294222000000
"Jan 06, 2018",17462.1,17462.1,16764.6,17527.0,18314600000,293091000000
"Jan 05, 2018",15477.2,15477.2,15202.8,17429.5,23840900000,259748000000
"Jan 04, 2018",15270.7,15270.7,14522.2,15599.2,21783200000,256250000000
"Jan 03, 2018",14978.2,14978.2,14844.5,15201.0,16871900000,251312000000
"Jan 02, 2018",13625.0,13625.0,13163.6,14982.1,16846600000,228579000000
"Jan 01, 2018",14112.2,14112.2,13154.7,13657.2,10291200000,236725000000
"Dec 31, 2017",12897.7,12897.7,12755.6,14156.4,12136300000,216326000000
"Dec 30, 2017",14681.9,14681.9,12350.1,12952.2,14452600000,246224000000
"Dec 29, 2017",14695.8,14695.8,14307.0,14656.2,13025500000,246428000000
"Dec 28, 2017",15864.1,15864.1,13937.3,14606.5,12336500000,265988000000
"Dec 27, 2017",16163.5,16163.5,15114.3,15838.5,12487600000,270976000000
"Dec 26, 2017",14036.6,14036.6,14028.9,16099.8,13454300000,235294000000
"Dec 25, 2017",13995.9,13995.9,13448.9,14026.6,10664700000,234590000000
